Model Realization Faultblock Zone GRV NRV NPV HCPV STOIIP
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_5 20758.58 20758.58 6384.47 5740.14 4449.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_4_3 864481.89 764520.42 216554.87 181495.32 140694.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_4_2 15529.76 3305.37 821.21 544.21 421.87
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_4_1 324381.89 129803.43 33464.59 22792.75 17668.80
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_3_3 1401423.54 475638.41 128097.74 85722.52 66451.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_3_1 1530423.36 1367186.91 384484.10 294149.58 228022.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_2 2766574.06 2718009.85 864500.67 610476.79 473237.83
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_1_3 4416372.68 4002343.54 1231319.41 808891.28 627047.52
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_1_2 12825212.77 12250378.89 3621969.23 2421736.87 1877315.46
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Brent_1_1 1471028.93 1011550.73 227934.78 52031.35 40334.38
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Totals 25636187.46 22743496.12 6715531.06 4483580.80 3475644.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_4_1 51731.54 15556.68 4520.56 3684.54 2856.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_3_3 591548.02 188100.30 49439.86 38303.39 29692.55
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_3_2 633630.52 375822.91 120006.62 105822.13 82032.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_3_1 1919464.03 1115760.07 354223.74 306845.15 237864.47
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_2 1353288.36 1285685.14 421995.93 387418.90 300324.74
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_1_3 21780575.18 19526642.25 6180329.89 5552729.52 4304441.62
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_1_2 32523437.53 30371682.38 8932526.43 7714602.81 5980312.43
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Below_Brent_1_1 42750253.89 20495385.71 4990553.74 4005696.78 3105191.39
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre3 Totals 101603929.07 73374635.45 21053596.78 18115103.23 14042716.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_6 711323.11 682152.12 213433.17 104427.46 80951.53
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_5 870346.32 838519.48 260138.24 111184.95 86189.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof054C Totals 1581669.43 1520671.60 473571.40 215612.42 167141.41
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Westof053C Totals 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_6 87.17 87.17 26.15 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_5 341083.56 178709.46 53410.34 23820.75 18465.70
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_4_3 3868.90 3142.25 878.41 529.37 410.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_4_2 300358.72 99723.88 24240.81 8688.59 6735.34
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_4_1 1628242.39 374703.67 94658.02 40937.87 31734.79
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_3_3 3027214.39 1226183.07 328931.23 162379.84 125875.85
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_3_2 3327276.62 1283459.36 331738.58 158658.62 122991.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_3_1 15225237.63 14055928.24 3880485.42 2392163.44 1854390.32
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_2 8259097.73 8197835.61 2607446.49 1717427.00 1331338.80
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_1_3 5879332.70 5557487.50 1703100.53 1086998.67 842634.65
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_1_2 3661194.13 3279073.90 974205.56 602759.44 467255.39
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Below_Brent_1_1 231125.01 88250.75 19403.81 3003.42 2328.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_MidtreNord Totals 41884118.96 34344584.86 10018525.34 6197367.00 4804160.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_6 5617387.50 5177977.72 1547044.75 1283191.46 994722.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_5 47857935.11 39764136.67 11777657.63 8606578.22 6671766.26
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_4_3 12875890.26 9854079.55 2657636.96 1395842.12 1082048.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_4_2 2634635.58 912916.89 224032.38 84760.92 65706.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_4_1 656469.68 179075.90 46368.45 20697.18 16044.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_3_3 1942799.30 1119052.71 305397.44 148515.09 115127.98
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_3_2 2388010.32 833239.88 209698.54 123211.45 95512.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_3_1 335314.61 111402.28 31025.11 21376.76 16571.13
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_2 15360.48 15317.37 4869.29 2159.96 1674.39
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_1_3 1937604.02 1838830.12 577711.17 430802.93 333955.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_1_2 940854.00 793429.78 236546.63 179440.89 139101.47
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Below_Brent_1_1 568371.89 136986.97 27632.59 4773.21 3700.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Ost_All Totals 77770632.75 60736445.83 17645620.96 12301350.21 9535930.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Draupne 23419549.22 18816753.84 5731175.30 4465072.69 3461296.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_ReWorkedBrent 98172159.54 70433753.37 19556996.63 15325668.44 11880363.49
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_RwBr_Dr Totals 121591708.76 89250507.20 25288171.93 19790741.13 15341660.25
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Draupne 23419549.22 18816753.84 5731175.30 4465072.69 3461296.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_ReWorkedBrent 98172242.47 70433810.46 19557011.39 15325668.44 11880363.49
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_6 61691578.49 58370978.89 16786460.75 13166808.97 10206828.96
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_5 149688779.78 132073615.84 39441567.81 28122949.42 21800736.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_4_3 34976447.49 27567705.98 7874867.23 4994453.53 3871669.51
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_4_2 28336917.90 12743476.83 3354986.98 1944485.26 1507352.96
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_4_1 26918232.55 13716731.89 3991556.31 3048556.47 2363222.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_3_3 37619316.38 19959721.48 5552981.01 3687030.12 2858162.97
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_3_2 22257837.77 10997693.31 3101296.77 2373631.67 1840024.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_3_1 29675249.04 21987055.62 6194145.76 4055539.36 3143829.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_2 28697771.96 26796273.74 8266449.60 6190639.59 4798945.56
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_1_3 91986065.48 82639678.53 25300120.78 20081056.04 15566710.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_1_2 83555400.87 77433791.85 22296153.82 16997415.82 13176291.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Below_Brent_1_1 69937696.77 35913698.43 8423222.91 5863406.62 4545276.58
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 Totals Totals 786933086.17 609450986.68 175871996.43 130316713.99 101020711.51
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_3_2 1120674.36 408936.73 103463.02 71391.76 55342.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_3_1 3398775.60 884959.10 245618.68 175245.89 135849.53
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_2 14476537.55 14431061.00 4640455.44 3881837.85 3009176.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_1_3 30940100.85 28712334.69 9070981.15 7166473.17 5555405.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_1_2 25428005.52 21533509.27 6215559.69 4437250.55 3439729.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Below_Brent_1_1 11344632.84 6506599.26 1365167.35 711458.51 551518.24
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre2 Totals 86708726.72 72477400.03 21641245.33 16443657.74 12747021.88
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_6 43179625.13 40573620.14 11869797.74 8568124.12 6641956.88
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_5 54401449.80 49784035.36 15060138.37 11033302.26 8552947.74
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_4_3 13791901.15 11403044.14 3211004.72 2075642.24 1609025.04
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_4_2 12302436.85 4947281.71 1342750.71 763180.22 591612.59
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_4_1 8376901.69 4691650.52 1473430.75 1017998.42 789146.09
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_3_3 19547624.79 9651112.31 2816740.94 1624515.71 1259314.54
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_3_2 2802515.92 1315965.23 408249.41 243117.25 188462.99
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_3_1 3040525.78 1502500.01 448056.11 235451.15 182520.28
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_2 935724.67 930627.16 296025.53 167170.91 129589.85
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_1_3 167329.86 165685.45 51663.01 15683.26 12157.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Vest Totals 158546035.63 124965522.02 36977857.30 25744185.55 19956733.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_6 23800659.70 21941233.11 6127604.52 4205520.38 3260093.42
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_5 28469908.48 24113327.11 7316803.52 5620992.76 4357358.86
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_4_3 24249019.38 18370958.00 5502463.85 4213462.63 3266250.20
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_4_2 13204691.76 8321975.06 2354306.49 1712399.05 1327441.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_4_1 3157581.63 1955436.91 612754.52 414195.79 321082.02
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_3_3 13044906.82 8375273.56 2393290.49 1956284.87 1516499.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_3_2 20051733.92 12704027.84 3637289.96 3073929.59 2382891.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_3_1 11067787.99 7758454.84 2262571.23 1858614.00 1440786.09
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_2 4960802.53 4244846.84 1219628.57 873940.93 677473.61
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_1_3 13089466.42 11622409.25 3371480.27 2615562.14 2027567.61
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_1_2 3241037.15 2622400.83 739081.61 462226.41 358315.06
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Below_Brent_1_1 2223536.81 1686503.66 433458.02 273136.73 211733.91
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Sor Totals 160561132.59 123716847.00 35970733.06 27280265.28 21147493.09
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_4_2 1218194.70 347702.60 86992.85 59481.42 46109.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_4_1 78781.58 21489.57 5607.73 3888.52 3014.35
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_3_3 1303750.66 600256.37 164373.91 113504.99 87988.37
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_3_2 3136875.71 1077834.33 267502.16 122932.86 95296.79
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_3_1 292256.21 89538.30 24858.30 17403.52 13491.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_2 465449.44 464590.38 147719.48 121622.42 94280.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_1_3 9668961.87 9034781.92 2754840.82 1954905.26 1515430.48
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_1_2 8390122.33 8010703.61 2345103.33 1558918.88 1208464.29
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Below_Brent_1_1 1161702.75 266425.14 52270.81 12429.08 9634.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 11 2015Tordis_Midtre1 Totals 25716095.25 19913322.21 5849269.38 3965086.96 3073710.91
